,u,i,ts,label,idx
50848,1668,1549,6597240.0,0.0,50849
50849,1668,448,6597341.0,0.0,50850
50850,1555,1340,6597519.0,0.0,50851
50851,1232,1668,6597655.0,0.0,50852
50852,1080,28,6597673.0,0.0,50853
50853,1714,1549,6598030.0,0.0,50854
50854,1555,1714,6598078.0,0.0,50855
50855,1549,1714,6598388.0,0.0,50856
50856,1547,1555,6598800.0,0.0,50857
50857,1714,1549,6598972.0,0.0,50858
50858,1555,1547,6599759.0,0.0,50859
50859,985,1232,6599771.0,0.0,50860
50860,879,1549,6601925.0,0.0,50861
50861,1114,1396,6602379.0,0.0,50862
50862,1657,1494,6604360.0,0.0,50863
50863,401,1281,6605596.0,0.0,50864
50864,1182,1714,6609704.0,0.0,50865
50865,1182,1668,6609712.0,0.0,50866
50866,373,354,6611771.0,0.0,50867
50867,33,1732,6621128.0,0.0,50868
50868,1330,1272,6626986.0,0.0,50869
50869,43,1256,6630699.0,0.0,50870
50870,43,1510,6630740.0,0.0,50871
50871,526,558,6630986.0,0.0,50872
50872,1232,985,6631213.0,0.0,50873
50873,1435,1563,6631342.0,0.0,50874
50874,1435,194,6631401.0,0.0,50875
50875,1435,82,6631496.0,0.0,50876
50876,1435,86,6631593.0,0.0,50877
50877,627,645,6633164.0,0.0,50878
50878,627,96,6633664.0,0.0,50879
50879,62,250,6634349.0,0.0,50880
50880,698,215,6635858.0,0.0,50881
50881,1343,1344,6636427.0,0.0,50882
50882,621,1182,6638322.0,0.0,50883
50883,483,1549,6638360.0,0.0,50884
50884,1437,583,6638948.0,0.0,50885
50885,653,1318,6639883.0,0.0,50886
50886,1668,1182,6640288.0,0.0,50887
50887,1549,1714,6641503.0,0.0,50888
50888,1549,879,6641548.0,0.0,50889
50889,330,325,6641557.0,0.0,50890
50890,1315,1347,6641993.0,0.0,50891
50891,1296,432,6642539.0,0.0,50892
50892,1563,1435,6642833.0,0.0,50893
50893,1714,1586,6644482.0,0.0,50894
50894,1714,1385,6644523.0,0.0,50895
50895,1385,441,6644536.0,0.0,50896
50896,1385,441,6644600.0,0.0,50897
50897,1541,1714,6644928.0,0.0,50898
50898,1714,1541,6644975.0,0.0,50899
50899,1714,1541,6645273.0,0.0,50900
50900,1191,395,6647381.0,0.0,50901
50901,1714,894,6647805.0,0.0,50902
50902,1714,1245,6647876.0,0.0,50903
50903,1714,539,6647940.0,0.0,50904
50904,1714,1027,6648525.0,0.0,50905
50905,700,711,6649897.0,0.0,50906
50906,86,1435,6651918.0,0.0,50907
50907,583,1437,6652034.0,0.0,50908
50908,1547,1555,6653304.0,0.0,50909
50909,1347,1315,6653427.0,0.0,50910
50910,548,526,6655473.0,0.0,50911
50911,1648,194,6655579.0,0.0,50912
50912,1648,1283,6655596.0,0.0,50913
50913,1648,1283,6655642.0,0.0,50914
50914,1735,347,6656050.0,0.0,50915
50915,1184,1728,6656155.0,0.0,50916
50916,800,1668,6658312.0,0.0,50917
50917,526,548,6658436.0,0.0,50918
50918,1714,1731,6658911.0,0.0,50919
50919,1714,1235,6659136.0,0.0,50920
50920,1714,1347,6659269.0,0.0,50921
50921,1281,401,6659304.0,0.0,50922
50922,1714,1281,6659614.0,0.0,50923
50923,1281,1714,6659838.0,0.0,50924
50924,1714,1281,6659901.0,0.0,50925
50925,1281,1714,6660238.0,0.0,50926
50926,1714,1549,6660394.0,0.0,50927
50927,548,526,6660426.0,0.0,50928
50928,548,1281,6660612.0,0.0,50929
50929,192,430,6660633.0,0.0,50930
50930,1281,548,6660775.0,0.0,50931
50931,1137,250,6661240.0,0.0,50932
50932,548,1281,6661335.0,0.0,50933
50933,250,1137,6661541.0,0.0,50934
50934,848,810,6661546.0,0.0,50935
50935,432,1296,6663562.0,0.0,50936
50936,1022,1450,6663674.0,0.0,50937
50937,726,1625,6664462.0,0.0,50938
50938,1281,548,6664529.0,0.0,50939
50939,1435,1563,6664830.0,0.0,50940
50940,1435,86,6664996.0,0.0,50941
50941,1668,800,6665277.0,0.0,50942
50942,548,1281,6665393.0,0.0,50943
50943,1473,1657,6665747.0,0.0,50944
50944,1473,1347,6666055.0,0.0,50945
50945,250,1566,6669209.0,0.0,50946
50946,250,524,6669263.0,0.0,50947
50947,250,62,6669418.0,0.0,50948
50948,250,526,6669444.0,0.0,50949
50949,526,548,6669508.0,0.0,50950
50950,526,250,6669547.0,0.0,50951
50951,1549,1714,6669549.0,0.0,50952
50952,250,526,6669575.0,0.0,50953
50953,1714,1549,6669593.0,0.0,50954
50954,526,250,6669733.0,0.0,50955
50955,1630,653,6669735.0,0.0,50956
50956,250,526,6669779.0,0.0,50957
50957,1714,1630,6669792.0,0.0,50958
50958,548,526,6669821.0,0.0,50959
50959,526,250,6669825.0,0.0,50960
50960,1714,526,6669894.0,0.0,50961
50961,526,548,6670001.0,0.0,50962
50962,526,1714,6670045.0,0.0,50963
50963,1714,526,6670120.0,0.0,50964
50964,526,250,6670137.0,0.0,50965
50965,526,1714,6670323.0,0.0,50966
50966,526,1714,6670391.0,0.0,50967
50967,1714,526,6670501.0,0.0,50968
50968,526,1714,6670568.0,0.0,50969
50969,1714,526,6670583.0,0.0,50970
50970,709,558,6670716.0,0.0,50971
50971,526,1714,6670750.0,0.0,50972
50972,548,526,6670979.0,0.0,50973
50973,250,526,6671055.0,0.0,50974
50974,709,1501,6671127.0,0.0,50975
50975,250,1281,6671206.0,0.0,50976
50976,1714,526,6671229.0,0.0,50977
50977,1714,250,6671274.0,0.0,50978
50978,250,1714,6671407.0,0.0,50979
50979,1714,709,6671707.0,0.0,50980
50980,1714,1531,6671848.0,0.0,50981
50981,1714,1104,6672487.0,0.0,50982
50982,1714,818,6672590.0,0.0,50983
50983,1394,1226,6673402.0,0.0,50984
50984,1714,1437,6673438.0,0.0,50985
50985,1437,583,6673625.0,0.0,50986
50986,1437,1714,6673664.0,0.0,50987
50987,1714,1437,6673715.0,0.0,50988
50988,1437,1714,6673899.0,0.0,50989
50989,1714,1437,6673955.0,0.0,50990
50990,711,1114,6674012.0,0.0,50991
50991,711,1374,6674068.0,0.0,50992
50992,1437,1714,6674079.0,0.0,50993
50993,168,304,6674532.0,0.0,50994
50994,1714,1118,6674607.0,0.0,50995
50995,1114,711,6674669.0,0.0,50996
50996,1437,1736,6674918.0,0.0,50997
50997,1437,1735,6674949.0,0.0,50998
50998,347,1735,6675384.0,0.0,50999
50999,1714,800,6675586.0,0.0,51000
51000,313,1729,6675633.0,0.0,51001
51001,800,1714,6675702.0,0.0,51002
51002,215,698,6675876.0,0.0,51003
51003,1114,1437,6676635.0,0.0,51004
51004,1714,562,6676780.0,0.0,51005
51005,1668,1232,6676799.0,0.0,51006
51006,1143,1416,6676806.0,0.0,51007
51007,562,1714,6676857.0,0.0,51008
51008,1668,31,6676930.0,0.0,51009
51009,1668,711,6677066.0,0.0,51010
51010,1714,562,6677068.0,0.0,51011
51011,1714,711,6677131.0,0.0,51012
51012,711,1714,6677222.0,0.0,51013
51013,1714,538,6677494.0,0.0,51014
51014,1668,984,6677696.0,0.0,51015
51015,1714,562,6678061.0,0.0,51016
51016,562,1714,6678116.0,0.0,51017
51017,1668,984,6678119.0,0.0,51018
51018,1714,562,6678429.0,0.0,51019
51019,1563,1435,6678450.0,0.0,51020
51020,1437,1114,6678824.0,0.0,51021
51021,1521,64,6678946.0,0.0,51022
51022,970,235,6678966.0,0.0,51023
51023,538,1714,6679010.0,0.0,51024
51024,1114,1437,6679102.0,0.0,51025
51025,562,1714,6679132.0,0.0,51026
51026,784,363,6679176.0,0.0,51027
51027,1437,1114,6679178.0,0.0,51028
51028,1114,1437,6679273.0,0.0,51029
51029,363,784,6679308.0,0.0,51030
51030,1437,1114,6679331.0,0.0,51031
51031,784,363,6679404.0,0.0,51032
51032,1668,168,6679774.0,0.0,51033
51033,1668,1437,6679801.0,0.0,51034
51034,1239,1273,6679920.0,0.0,51035
51035,1239,9,6680002.0,0.0,51036
51036,278,1689,6680037.0,0.0,51037
51037,1416,1143,6680374.0,0.0,51038
51038,1281,250,6681193.0,0.0,51039
51039,1281,548,6681204.0,0.0,51040
51040,64,1521,6681382.0,0.0,51041
51041,64,194,6681489.0,0.0,51042
51042,1347,1473,6681538.0,0.0,51043
51043,1344,10,6681848.0,0.0,51044
51044,1344,1114,6681910.0,0.0,51045
51045,1344,250,6681924.0,0.0,51046
51046,1344,583,6681940.0,0.0,51047
51047,1232,1668,6682160.0,0.0,51048
51048,1344,1343,6682360.0,0.0,51049
51049,1668,1232,6682613.0,0.0,51050
51050,1232,1668,6683146.0,0.0,51051
51051,1114,1344,6683203.0,0.0,51052
51052,1114,1437,6683251.0,0.0,51053
51053,448,1668,6684163.0,0.0,51054
51054,250,448,6684683.0,0.0,51055
51055,1668,448,6685375.0,0.0,51056
51056,1680,1435,6686337.0,0.0,51057
51057,1494,1657,6686467.0,0.0,51058
51058,1714,1494,6686644.0,0.0,51059
51059,1494,1714,6686844.0,0.0,51060
51060,1714,1494,6686958.0,0.0,51061
51061,483,455,6687019.0,0.0,51062
51062,1494,1714,6687233.0,0.0,51063
51063,1714,1494,6687282.0,0.0,51064
51064,1494,1714,6687379.0,0.0,51065
51065,394,1191,6688265.0,0.0,51066
51066,558,526,6689030.0,0.0,51067
51067,1347,1434,6689755.0,0.0,51068
51068,653,1630,6689929.0,0.0,51069
51069,1159,1073,6690654.0,0.0,51070
51070,558,709,6691042.0,0.0,51071
51071,1714,1547,6693062.0,0.0,51072
51072,810,848,6694532.0,0.0,51073
51073,304,168,6696546.0,0.0,51074
51074,243,784,6697571.0,0.0,51075
51075,243,788,6697620.0,0.0,51076
51076,1521,64,6710026.0,0.0,51077
51077,86,1435,6715360.0,0.0,51078
51078,526,558,6718913.0,0.0,51079
51079,1432,432,6719368.0,0.0,51080
51080,82,1435,6725281.0,0.0,51081
51081,1347,1315,6725493.0,0.0,51082
51082,844,250,6726226.0,0.0,51083
51083,250,984,6727351.0,0.0,51084
51084,1714,1388,6727427.0,0.0,51085
51085,1388,1714,6727626.0,0.0,51086
51086,1714,1388,6727744.0,0.0,51087
51087,250,844,6727971.0,0.0,51088
51088,1388,1714,6728033.0,0.0,51089
51089,1714,1388,6728049.0,0.0,51090
51090,432,1432,6728104.0,0.0,51091
51091,250,176,6728165.0,0.0,51092
51092,1549,1714,6729684.0,0.0,51093
51093,844,250,6730020.0,0.0,51094
51094,96,562,6730177.0,0.0,51095
51095,844,1238,6730280.0,0.0,51096
51096,250,844,6730415.0,0.0,51097
51097,250,45,6730567.0,0.0,51098
51098,1473,1347,6731026.0,0.0,51099
51099,1648,1298,6733385.0,0.0,51100
51100,1501,709,6733824.0,0.0,51101
51101,1714,1549,6734068.0,0.0,51102
51102,1731,1714,6735039.0,0.0,51103
51103,250,1731,6735311.0,0.0,51104
51104,250,810,6735335.0,0.0,51105
51105,810,250,6735416.0,0.0,51106
51106,250,810,6735595.0,0.0,51107
51107,1549,1714,6736561.0,0.0,51108
51108,194,64,6736837.0,0.0,51109
51109,848,810,6737074.0,0.0,51110
51110,45,250,6737229.0,0.0,51111
51111,395,1191,6737944.0,0.0,51112
51112,250,45,6738294.0,0.0,51113
51113,430,192,6738301.0,0.0,51114
51114,583,1344,6738655.0,0.0,51115
51115,583,1437,6738706.0,0.0,51116
51116,250,583,6739164.0,0.0,51117
51117,448,1668,6740116.0,0.0,51118
51118,769,1281,6740215.0,0.0,51119
51119,1714,1549,6740489.0,0.0,51120
51120,250,970,6740842.0,0.0,51121
51121,1714,250,6740953.0,0.0,51122
51122,1714,810,6740992.0,0.0,51123
51123,1714,1731,6741021.0,0.0,51124
51124,698,215,6741199.0,0.0,51125
51125,1714,698,6741221.0,0.0,51126
51126,698,1714,6741256.0,0.0,51127
51127,1714,698,6741299.0,0.0,51128
51128,1714,1119,6741616.0,0.0,51129
51129,250,1714,6741638.0,0.0,51130
51130,1714,37,6742072.0,0.0,51131
51131,698,1714,6742426.0,0.0,51132
51132,225,176,6742590.0,0.0,51133
51133,250,33,6742961.0,0.0,51134
51134,33,250,6743180.0,0.0,51135
51135,33,1489,6743215.0,0.0,51136
51136,33,698,6743261.0,0.0,51137
51137,848,970,6743308.0,0.0,51138
51138,33,313,6743557.0,0.0,51139
51139,250,33,6743669.0,0.0,51140
51140,33,250,6743885.0,0.0,51141
51141,33,1232,6743926.0,0.0,51142
51142,250,33,6743941.0,0.0,51143
51143,463,714,6744171.0,0.0,51144
51144,463,1714,6744222.0,0.0,51145
51145,33,250,6744264.0,0.0,51146
51146,250,33,6744319.0,0.0,51147
51147,33,250,6744419.0,0.0,51148
51148,250,33,6744514.0,0.0,51149
51149,1238,844,6745303.0,0.0,51150
51150,1510,43,6745793.0,0.0,51151
51151,1731,250,6746319.0,0.0,51152
51152,1731,1714,6746363.0,0.0,51153
51153,1714,1731,6746691.0,0.0,51154
51154,33,394,6747377.0,0.0,51155
51155,1347,1473,6748552.0,0.0,51156
51156,1648,483,6749448.0,0.0,51157
51157,1737,319,6749499.0,0.0,51158
51158,1737,110,6749589.0,0.0,51159
51159,250,1731,6749719.0,0.0,51160
51160,250,1630,6749744.0,0.0,51161
51161,1714,1630,6749800.0,0.0,51162
51162,250,1313,6750224.0,0.0,51163
51163,250,1112,6750533.0,0.0,51164
51164,1112,250,6750634.0,0.0,51165
51165,483,1648,6750643.0,0.0,51166
51166,250,1112,6750782.0,0.0,51167
51167,1112,250,6750934.0,0.0,51168
51168,250,1112,6751019.0,0.0,51169
51169,250,570,6751600.0,0.0,51170
51170,1668,448,6752233.0,0.0,51171
51171,250,599,6752527.0,0.0,51172
51172,1714,599,6752564.0,0.0,51173
51173,742,496,6752597.0,0.0,51174
51174,1714,1131,6753134.0,0.0,51175
51175,1714,976,6753300.0,0.0,51176
51176,976,1714,6753509.0,0.0,51177
51177,1714,976,6753538.0,0.0,51178
51178,1714,1347,6754092.0,0.0,51179
51179,976,1714,6754836.0,0.0,51180
51180,250,1547,6755621.0,0.0,51181
51181,250,1256,6756161.0,0.0,51182
51182,250,1625,6757252.0,0.0,51183
51183,250,1666,6757662.0,0.0,51184
51184,250,394,6758624.0,0.0,51185
51185,394,250,6758658.0,0.0,51186
51186,526,33,6759916.0,0.0,51187
51187,526,156,6760046.0,0.0,51188
51188,1191,395,6760298.0,0.0,51189
51189,844,250,6760748.0,0.0,51190
51190,844,1238,6760772.0,0.0,51191
51191,1731,250,6761857.0,0.0,51192
51192,1347,1714,6761968.0,0.0,51193
51193,1347,720,6762047.0,0.0,51194
51194,970,250,6762770.0,0.0,51195
51195,1726,970,6762899.0,0.0,51196
51196,970,848,6762956.0,0.0,51197
51197,970,1726,6763046.0,0.0,51198
51198,970,740,6763727.0,0.0,51199
51199,562,96,6764361.0,0.0,51200
51200,250,970,6765180.0,0.0,51201
51201,156,526,6765355.0,0.0,51202
51202,250,1543,6765790.0,0.0,51203
51203,250,1486,6765910.0,0.0,51204
51204,469,538,6766349.0,0.0,51205
51205,33,526,6766527.0,0.0,51206
51206,1726,970,6767422.0,0.0,51207
51207,250,1674,6767581.0,0.0,51208
51208,1714,970,6767629.0,0.0,51209
51209,250,379,6767646.0,0.0,51210
51210,1714,379,6767713.0,0.0,51211
51211,376,168,6767961.0,0.0,51212
51212,1232,33,6767976.0,0.0,51213
51213,558,844,6768060.0,0.0,51214
51214,1131,1714,6769000.0,0.0,51215
51215,1625,726,6769511.0,0.0,51216
51216,1625,250,6769547.0,0.0,51217
51217,448,1668,6770659.0,0.0,51218
51218,1714,1030,6771526.0,0.0,51219
51219,1119,1714,6771536.0,0.0,51220
51220,1714,1119,6771571.0,0.0,51221
51221,1119,1714,6771588.0,0.0,51222
51222,1734,1714,6773083.0,0.0,51223
51223,848,970,6774209.0,0.0,51224
51224,1714,1645,6774239.0,0.0,51225
51225,1281,769,6779198.0,0.0,51226
51226,810,250,6781362.0,0.0,51227
51227,810,848,6781396.0,0.0,51228
51228,810,1714,6781420.0,0.0,51229
51229,168,1410,6794089.0,0.0,51230
51230,1432,432,6799246.0,0.0,51231
51231,970,1726,6806770.0,0.0,51232
51232,250,213,6807973.0,0.0,51233
51233,213,250,6809048.0,0.0,51234
51234,213,304,6809225.0,0.0,51235
51235,526,33,6809273.0,0.0,51236
51236,250,213,6809290.0,0.0,51237
51237,526,156,6809534.0,0.0,51238
51238,431,537,6809726.0,0.0,51239
51239,431,195,6809824.0,0.0,51240
51240,431,278,6809862.0,0.0,51241
51241,431,639,6809879.0,0.0,51242
51242,431,70,6809893.0,0.0,51243
51243,431,298,6809904.0,0.0,51244
51244,431,73,6809927.0,0.0,51245
51245,431,324,6809935.0,0.0,51246
51246,431,476,6809968.0,0.0,51247
51247,431,28,6810026.0,0.0,51248
51248,431,45,6810041.0,0.0,51249
51249,431,145,6810050.0,0.0,51250
51250,431,9,6810142.0,0.0,51251
51251,431,176,6810238.0,0.0,51252
51252,431,98,6810315.0,0.0,51253
51253,431,261,6810367.0,0.0,51254
51254,431,221,6810403.0,0.0,51255
51255,250,1396,6810552.0,0.0,51256
51256,250,998,6810569.0,0.0,51257
51257,1714,537,6811380.0,0.0,51258
51258,1714,810,6811555.0,0.0,51259
51259,1714,1738,6811633.0,0.0,51260
51260,1315,1347,6812390.0,0.0,51261
51261,1347,1315,6812535.0,0.0,51262
51262,616,246,6812645.0,0.0,51263
51263,1645,1714,6812792.0,0.0,51264
51264,1714,1645,6812853.0,0.0,51265
51265,1182,621,6813433.0,0.0,51266
51266,1159,1073,6814337.0,0.0,51267
51267,432,1432,6814835.0,0.0,51268
51268,432,397,6814878.0,0.0,51269
51269,1541,49,6816534.0,0.0,51270
51270,1541,782,6816646.0,0.0,51271
51271,10,1344,6816768.0,0.0,51272
51272,10,1732,6816775.0,0.0,51273
51273,1541,519,6816909.0,0.0,51274
51274,1489,33,6816994.0,0.0,51275
51275,810,1714,6817142.0,0.0,51276
51276,243,1179,6817257.0,0.0,51277
51277,246,616,6818760.0,0.0,51278
51278,1714,810,6819192.0,0.0,51279
51279,1714,475,6823571.0,0.0,51280
51280,1541,1739,6823641.0,0.0,51281
51281,33,1489,6824192.0,0.0,51282
51282,33,475,6824260.0,0.0,51283
51283,1549,1714,6825290.0,0.0,51284
51284,1714,1549,6827839.0,0.0,51285
51285,73,431,6827917.0,0.0,51286
51286,1648,483,6828028.0,0.0,51287
51287,1648,715,6828149.0,0.0,51288
51288,1645,1714,6828432.0,0.0,51289
51289,1714,1645,6828557.0,0.0,51290
51290,1714,1648,6828632.0,0.0,51291
51291,1648,1714,6828890.0,0.0,51292
51292,1739,1541,6829386.0,0.0,51293
51293,1714,1648,6829788.0,0.0,51294
51294,1344,1114,6829889.0,0.0,51295
51295,1344,583,6829940.0,0.0,51296
51296,1344,10,6829996.0,0.0,51297
51297,1645,1714,6830017.0,0.0,51298
51298,1714,1645,6830217.0,0.0,51299
51299,1645,1714,6830546.0,0.0,51300
51300,1182,621,6832178.0,0.0,51301
51301,176,225,6832380.0,0.0,51302
51302,621,1182,6833916.0,0.0,51303
51303,192,430,6834240.0,0.0,51304
51304,192,953,6834317.0,0.0,51305
51305,210,1700,6835333.0,0.0,51306
51306,395,1191,6835482.0,0.0,51307
51307,1714,62,6836460.0,0.0,51308
51308,621,1645,6836523.0,0.0,51309
51309,1435,82,6836648.0,0.0,51310
51310,1435,86,6836715.0,0.0,51311
51311,1435,1680,6836852.0,0.0,51312
51312,621,28,6836880.0,0.0,51313
51313,1435,1313,6837544.0,0.0,51314
51314,1435,1563,6837821.0,0.0,51315
51315,1435,1313,6838656.0,0.0,51316
51316,1541,1739,6838753.0,0.0,51317
51317,1182,621,6839556.0,0.0,51318
51318,1510,1625,6841059.0,0.0,51319
51319,621,1182,6841082.0,0.0,51320
51320,343,524,6842298.0,0.0,51321
51321,709,1714,6847089.0,0.0,51322
51322,709,558,6847201.0,0.0,51323
51323,709,1501,6847366.0,0.0,51324
51324,1714,1740,6848046.0,0.0,51325
51325,1668,1232,6848981.0,0.0,51326
51326,234,194,6849274.0,0.0,51327
51327,444,33,6849743.0,0.0,51328
51328,444,1410,6850065.0,0.0,51329
51329,444,43,6850203.0,0.0,51330
51330,1143,1416,6850628.0,0.0,51331
51331,200,1740,6851631.0,0.0,51332
51332,98,727,6851766.0,0.0,51333
51333,1563,1435,6852175.0,0.0,51334
51334,1740,1714,6852180.0,0.0,51335
51335,1740,200,6852303.0,0.0,51336
51336,64,194,6852602.0,0.0,51337
51337,64,1521,6852619.0,0.0,51338
51338,416,998,6852678.0,0.0,51339
51339,205,457,6854916.0,0.0,51340
51340,33,444,6855037.0,0.0,51341
51341,10,1344,6855311.0,0.0,51342
51342,810,1714,6855950.0,0.0,51343
51343,1407,496,6856087.0,0.0,51344
51344,960,700,6857240.0,0.0,51345
51345,1714,810,6858075.0,0.0,51346
51346,1043,33,6858991.0,0.0,51347
51347,1473,1347,6859124.0,0.0,51348
51348,844,558,6859200.0,0.0,51349
51349,621,1488,6859361.0,0.0,51350
51350,859,702,6859468.0,0.0,51351
51351,1521,64,6860103.0,0.0,51352
51352,284,70,6861536.0,0.0,51353
51353,879,784,6861651.0,0.0,51354
51354,49,1541,6861826.0,0.0,51355
51355,1486,250,6861913.0,0.0,51356
51356,250,1486,6862292.0,0.0,51357
51357,1347,1473,6862620.0,0.0,51358
51358,541,1143,6877047.0,0.0,51359
51359,2,313,6877069.0,0.0,51360
51360,720,1347,6880467.0,0.0,51361
51361,1576,143,6889690.0,0.0,51362
51362,250,503,6890361.0,0.0,51363
51363,250,1345,6891045.0,0.0,51364
51364,1510,1681,6891893.0,0.0,51365
51365,250,810,6891999.0,0.0,51366
51366,810,1714,6892076.0,0.0,51367
51367,810,250,6892094.0,0.0,51368
51368,250,810,6892137.0,0.0,51369
51369,810,250,6892205.0,0.0,51370
51370,250,810,6892281.0,0.0,51371
51371,810,250,6892377.0,0.0,51372
51372,250,810,6892405.0,0.0,51373
51373,250,1245,6893308.0,0.0,51374
51374,1245,250,6893339.0,0.0,51375
51375,250,562,6894033.0,0.0,51376
51376,562,250,6894573.0,0.0,51377
51377,164,987,6894677.0,0.0,51378
51378,250,562,6894681.0,0.0,51379
51379,250,395,6894725.0,0.0,51380
51380,10,1339,6895091.0,0.0,51381
51381,250,1232,6895568.0,0.0,51382
51382,709,282,6896960.0,0.0,51383
51383,475,250,6896976.0,0.0,51384
51384,483,1648,6897022.0,0.0,51385
51385,250,475,6897269.0,0.0,51386
51386,250,709,6897374.0,0.0,51387
51387,475,250,6897797.0,0.0,51388
51388,250,475,6898219.0,0.0,51389
51389,416,998,6898294.0,0.0,51390
51390,96,1388,6898898.0,0.0,51391
51391,215,698,6899238.0,0.0,51392
51392,1541,1380,6899474.0,0.0,51393
51393,1345,250,6899477.0,0.0,51394
51394,250,475,6899491.0,0.0,51395
51395,250,1303,6900023.0,0.0,51396
51396,68,1339,6900224.0,0.0,51397
51397,250,1740,6900611.0,0.0,51398
51398,410,1714,6900829.0,0.0,51399
51399,1714,410,6900909.0,0.0,51400
51400,221,431,6901592.0,0.0,51401
51401,475,250,6901755.0,0.0,51402
51402,475,1159,6901813.0,0.0,51403
51403,1182,621,6902397.0,0.0,51404
51404,161,430,6902916.0,0.0,51405
51405,161,1182,6902940.0,0.0,51406
51406,1022,1070,6903417.0,0.0,51407
51407,1733,260,6903662.0,0.0,51408
51408,1347,720,6904220.0,0.0,51409
51409,250,62,6904432.0,0.0,51410
51410,1541,49,6904561.0,0.0,51411
51411,1541,48,6904613.0,0.0,51412
51412,343,524,6906252.0,0.0,51413
51413,1473,1347,6906540.0,0.0,51414
51414,250,98,6906859.0,0.0,51415
51415,28,431,6907284.0,0.0,51416
51416,395,250,6907571.0,0.0,51417
51417,250,395,6908179.0,0.0,51418
51418,1714,810,6909075.0,0.0,51419
51419,309,1347,6909629.0,0.0,51420
51420,28,621,6913244.0,0.0,51421
51421,1159,475,6914874.0,0.0,51422
51422,313,195,6916708.0,0.0,51423
51423,1714,526,6917029.0,0.0,51424
51424,526,1714,6917073.0,0.0,51425
51425,1344,10,6917131.0,0.0,51426
51426,1714,526,6917153.0,0.0,51427
51427,526,1714,6917349.0,0.0,51428
51428,526,1714,6917369.0,0.0,51429
51429,1714,526,6917369.0,0.0,51430
51430,526,1714,6917393.0,0.0,51431
51431,1714,526,6917414.0,0.0,51432
51432,1714,526,6917428.0,0.0,51433
51433,1191,395,6918121.0,0.0,51434
51434,1191,394,6918226.0,0.0,51435
51435,1191,1112,6918379.0,0.0,51436
51436,698,215,6918501.0,0.0,51437
51437,68,698,6918568.0,0.0,51438
51438,49,1541,6919089.0,0.0,51439
51439,1241,810,6919889.0,0.0,51440
51440,475,1159,6920567.0,0.0,51441
51441,390,250,6920823.0,0.0,51442
51442,1740,250,6920826.0,0.0,51443
51443,250,1740,6920988.0,0.0,51444
51444,1549,1714,6921843.0,0.0,51445
51445,1741,505,6921864.0,0.0,51446
51446,250,1137,6921911.0,0.0,51447
51447,1648,1714,6922765.0,0.0,51448
51448,1648,483,6922798.0,0.0,51449
51449,1182,250,6924903.0,0.0,51450
51450,1388,96,6925182.0,0.0,51451
51451,1388,1714,6925208.0,0.0,51452
51452,1714,1549,6925742.0,0.0,51453
51453,1714,1648,6925802.0,0.0,51454
51454,1347,1473,6926215.0,0.0,51455
51455,1714,1347,6926386.0,0.0,51456
51456,1409,1625,6926389.0,0.0,51457
51457,1027,1714,6927404.0,0.0,51458
51458,1027,1717,6927422.0,0.0,51459
51459,1347,1714,6927592.0,0.0,51460
51460,1714,1347,6927716.0,0.0,51461
51461,1714,1027,6927768.0,0.0,51462
51462,215,698,6928742.0,0.0,51463
51463,1296,432,6930086.0,0.0,51464
51464,1714,600,6930300.0,0.0,51465
51465,769,1281,6930465.0,0.0,51466
51466,250,679,6930970.0,0.0,51467
51467,1714,1734,6931039.0,0.0,51468
51468,483,1648,6932459.0,0.0,51469
51469,53,1699,6932743.0,0.0,51470
51470,250,866,6933105.0,0.0,51471
51471,250,53,6933369.0,0.0,51472
51472,475,33,6934362.0,0.0,51473
51473,475,1714,6934379.0,0.0,51474
51474,250,45,6935094.0,0.0,51475
51475,250,1143,6935126.0,0.0,51476
51476,1143,250,6935206.0,0.0,51477
51477,250,1143,6935280.0,0.0,51478
51478,1232,1739,6935503.0,0.0,51479
51479,1232,985,6935550.0,0.0,51480
51480,1232,250,6935586.0,0.0,51481
51481,1256,1343,6935604.0,0.0,51482
51482,1143,541,6935751.0,0.0,51483
51483,1143,250,6935804.0,0.0,51484
51484,1286,1191,6935915.0,0.0,51485
51485,250,1143,6935931.0,0.0,51486
51486,250,1281,6936063.0,0.0,51487
51487,1286,1645,6936136.0,0.0,51488
51488,1286,1388,6936259.0,0.0,51489
51489,1281,769,6936313.0,0.0,51490
51490,1281,250,6936325.0,0.0,51491
51491,1645,1286,6936508.0,0.0,51492
51492,1286,28,6936571.0,0.0,51493
51493,1645,621,6936716.0,0.0,51494
51494,558,709,6936769.0,0.0,51495
51495,1143,250,6936843.0,0.0,51496
51496,1286,1645,6936846.0,0.0,51497
51497,250,1143,6936871.0,0.0,51498
51498,1645,1286,6937416.0,0.0,51499
51499,558,844,6937555.0,0.0,51500
51500,1739,1232,6937598.0,0.0,51501
51501,1728,144,6937741.0,0.0,51502
51502,844,558,6937909.0,0.0,51503
51503,558,1281,6938048.0,0.0,51504
51504,844,1238,6938121.0,0.0,51505
51505,1645,1286,6938192.0,0.0,51506
51506,558,844,6938263.0,0.0,51507
51507,1286,1645,6938294.0,0.0,51508
51508,1286,1645,6938347.0,0.0,51509
51509,495,390,6938793.0,0.0,51510
51510,1286,438,6938883.0,0.0,51511
51511,709,558,6938991.0,0.0,51512
51512,1286,709,6938993.0,0.0,51513
51513,1283,1648,6939081.0,0.0,51514
